,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
137,BRACS_300_N_6,0,0.0,0.0,0.0,0.0,0.8820523,0.0,1.2609056,0.0,0.0,0.0
138,BRACS_1494_UDH_7,1,0.0,0.0,0.0,4.9770656,0.0,0.0,0.0,0.0,0.0,0.0
139,BRACS_1494_UDH_9,1,0.0,0.0,0.0,6.352344,0.0,0.0,0.0,0.0,0.0,0.0
140,BRACS_1231_N_60,0,0.0,0.0,0.0,6.68737,0.0,0.0,0.0,0.0,0.0,0.0
141,BRACS_1235_PB_24,1,0.0,0.0,0.0,2.5416462,0.0,0.0,0.0,0.0,0.0,0.0
142,BRACS_1253_PB_3,1,0.0,0.0,0.0,0.0,1.6925913,0.0,2.3466113,0.0,0.0,0.0
143,BRACS_1599_N_2,0,0.0,0.0,0.0,0.0,4.4422007,0.0,5.5824327,0.0,0.0,0.0
144,BRACS_1591_N_6,0,0.0,0.0,0.0,0.0,16.22702,0.0,19.398014,0.0,0.0,0.0
145,BRACS_1319_PB_11,1,0.0,0.0,0.0,6.736671,0.0,0.0,0.0,0.0,0.0,0.0
146,BRACS_1231_PB_20,1,0.0,0.0,0.0,9.996029,0.0,0.0,0.0,0.0,0.0,0.0
147,BRACS_1320_PB_4,1,0.0,0.0,0.0,6.1658425,0.0,0.0,0.0,0.0,0.0,0.0
148,BRACS_1231_PB_43,1,0.0,0.0,0.0,9.143973,0.0,0.0,0.0,0.0,0.0,0.0
149,BRACS_1319_PB_10,1,0.0,0.0,0.0,6.4617605,0.0,0.0,0.0,0.0,0.0,0.0
150,BRACS_1640_N_4,0,0.0,0.0,0.0,5.9335847,0.0,0.0,0.0,0.0,0.0,0.0
151,BRACS_758_N_2,0,0.0,0.0,0.0,5.1470857,0.0,0.0,0.0,0.0,0.0,0.0
152,BRACS_1486_PB_13,1,0.0,0.0,0.0,9.968287,0.0,0.0,0.0,0.0,0.0,0.0
153,BRACS_1325_N_8,0,0.0,0.0,0.0,2.0309606,0.0,0.0,0.1564603,0.0,0.0,0.0
154,BRACS_1242_PB_5,1,0.0,0.0,0.0,5.6425223,0.0,0.0,0.0,0.0,0.0,0.0
155,BRACS_1231_PB_49,1,0.0,0.0,0.0,1.9489156,0.0,0.0,0.0,0.0,0.0,0.0
156,BRACS_1599_N_1,0,0.0,0.0,0.0,0.0,7.4569817,0.0,9.099888,0.0,0.0,0.0
157,BRACS_300_N_2,0,0.0,0.0,0.0,0.0,4.6804543,0.0,5.7792253,0.0,0.0,0.0
158,BRACS_1240_PB_1,1,0.0,0.0,0.0,5.8874555,0.0,0.0,0.0,0.0,0.0,0.0
159,BRACS_1231_UDH_21,1,0.0,0.0,0.0,17.490522,0.0,0.0,0.0,0.0,0.0,0.0
160,BRACS_1880_N_2,0,0.0,0.0,0.0,0.0,1.9117209,0.0,2.5142148,0.0,0.0,0.0
161,BRACS_760_N_8,0,0.0,0.0,0.0,0.0,5.191696,0.0,6.4191704,0.0,0.0,0.0
162,BRACS_1496_UDH_37,1,0.0,0.0,0.0,11.012114,0.0,0.0,0.0,0.0,0.0,0.0
163,BRACS_1238_PB_51,1,0.0,0.0,0.0,6.2996564,0.0,0.0,0.0,0.0,0.0,0.0
164,BRACS_1235_UDH_28,1,0.0,0.0,0.0,4.567113,0.0,0.0,0.0,0.0,0.0,0.0
165,BRACS_1510_N_21,0,0.0,0.0,0.0,0.15694065,0.5471183,0.0,0.9203347,0.0,0.0,0.0
166,BRACS_1231_N_58,0,0.0,0.0,0.0,3.848078,0.0,0.0,0.0,0.0,0.0,0.0
167,BRACS_1235_PB_3,1,0.0,0.0,0.0,7.608558,0.0,0.0,0.0,0.0,0.0,0.0
168,BRACS_283_N_18,0,0.0,0.0,0.0,0.0,1.4297076,0.0,1.9769543,0.0,0.0,0.0
169,BRACS_1231_N_51,0,0.0,0.0,0.0,1.4005749,0.0,0.0,0.04842677,0.0,0.0,0.0
170,BRACS_311_N_23,0,0.0,0.0,0.0,0.0,4.102025,0.0,5.0798793,0.0,0.0,0.0
171,BRACS_283_N_24,0,0.0,0.0,0.0,0.0,1.5385088,0.0,2.0533402,0.0,0.0,0.0
172,BRACS_1231_PB_13,1,0.0,0.0,0.0,7.7408643,0.0,0.0,0.0,0.0,0.0,0.0
173,BRACS_1918_N_10,0,0.0,0.0,0.0,5.394942,0.0,0.0,0.0,0.0,0.0,0.0
174,BRACS_1257_PB_2,1,0.0,0.0,0.0,6.8082724,0.0,0.0,0.0,0.0,0.0,0.0
175,BRACS_1485_N_3,0,0.0,0.0,0.0,0.45202312,0.5231411,0.0,0.9254534,0.0,0.0,0.0
176,BRACS_1330_PB_2,1,0.0,0.0,0.0,8.604772,0.0,0.0,0.0,0.0,0.0,0.0
177,BRACS_1238_UDH_11,1,0.0,0.0,0.0,7.737577,0.0,0.0,0.0,0.0,0.0,0.0
178,BRACS_747_N_35,0,0.0,0.0,0.0,0.0,5.880946,0.0,7.3033648,0.0,0.0,0.0
179,BRACS_1320_PB_7,1,0.0,0.0,0.0,6.6715236,0.0,0.0,0.0,0.0,0.0,0.0
180,BRACS_1933_N_8,0,0.0,0.0,0.0,0.0,2.0866642,0.0,2.7514338,0.0,0.0,0.0
181,BRACS_1250_PB_1,1,0.0,0.0,0.0,4.5132933,0.0,0.0,0.0,0.0,0.0,0.0
182,BRACS_280_N_7,0,0.0,0.0,0.0,0.0,13.298939,0.0,15.772636,0.0,0.0,0.0
183,BRACS_1231_UDH_4,1,0.0,0.0,0.0,8.286717,0.0,0.0,0.0,0.0,0.0,0.0
184,BRACS_1932_N_5,0,0.0,0.0,0.0,1.131341,0.0,0.0,0.058906626,0.0,0.0,0.0
185,BRACS_1231_PB_48,1,0.0,0.0,0.0,6.995047,0.0,0.0,0.0,0.0,0.0,0.0
186,BRACS_281_N_5,0,0.0,0.0,0.0,0.0,1.8848027,0.0,2.6335585,0.0,0.0,0.0
187,BRACS_1238_PB_9,1,0.0,0.0,0.0,5.8555903,0.0,0.0,0.0,0.0,0.0,0.0
188,BRACS_1272_UDH_21,1,0.0,0.0,0.0,3.779335,0.0,0.0,0.0,0.0,0.0,0.0
189,BRACS_1238_PB_13,1,0.0,0.0,0.0,7.2270846,0.0,0.0,0.0,0.0,0.0,0.0
190,BRACS_265_N_2,0,0.0,0.0,0.0,0.0,4.4247417,0.0,5.430191,0.0,0.0,0.0
191,BRACS_1235_PB_37,1,0.0,0.0,0.0,5.9577603,0.0,0.0,0.0,0.0,0.0,0.0
192,BRACS_734_N_19,0,0.0,0.0,0.0,0.0,5.3840523,0.0,6.572925,0.0,0.0,0.0
193,BRACS_1231_PB_40,1,0.0,0.0,0.0,9.5730715,0.0,0.0,0.0,0.0,0.0,0.0
194,BRACS_1320_PB_5,1,0.0,0.0,0.0,5.846209,0.0,0.0,0.0,0.0,0.0,0.0
195,BRACS_760_N_2,0,0.0,0.0,0.0,0.0,17.005417,0.0,20.483232,0.0,0.0,0.0
196,BRACS_1494_PB_25,1,0.0,0.0,0.0,6.5722613,0.0,0.0,0.0,0.0,0.0,0.0
197,BRACS_264_N_9,0,0.0,0.0,0.0,4.568302,0.0,0.0,0.0,0.0,0.0,0.0
198,BRACS_1257_PB_5,1,0.0,0.0,0.0,5.9012246,0.0,0.0,0.0,0.0,0.0,0.0
199,BRACS_1486_PB_11,1,0.0,0.0,0.0,6.6414948,0.0,0.0,0.0,0.0,0.0,0.0
200,BRACS_297_N_31,0,0.0,0.0,0.0,0.0,7.159591,0.0,8.5845585,0.0,0.0,0.0
201,BRACS_1235_N_25,0,0.0,0.0,0.0,0.0,5.02843,0.0,6.282494,0.0,0.0,0.0
202,BRACS_1336_PB_5,1,0.0,0.0,0.0,6.3976235,0.0,0.0,0.0,0.0,0.0,0.0
203,BRACS_1896_N_2,0,0.0,0.0,0.0,2.4054673,0.0,0.0,0.0,0.0,0.0,0.0
204,BRACS_760_N_4,0,0.0,0.0,0.0,0.0,8.819192,0.0,10.715234,0.0,0.0,0.0
205,BRACS_283_N_3,0,0.0,0.0,0.0,0.0,5.6993623,0.0,6.8566213,0.0,0.0,0.0
206,BRACS_280_N_1,0,0.0,0.0,0.0,0.0,5.231253,0.0,6.396111,0.0,0.0,0.0
207,BRACS_1496_UDH_24,1,0.0,0.0,0.0,8.790452,0.0,0.0,0.0,0.0,0.0,0.0
208,BRACS_1320_PB_20,1,0.0,0.0,0.0,6.142473,0.0,0.0,0.0,0.0,0.0,0.0
209,BRACS_1231_PB_6,1,0.0,0.0,0.0,7.7041717,0.0,0.0,0.0,0.0,0.0,0.0
210,BRACS_283_N_16,0,0.0,0.0,0.0,0.0,6.432321,0.0,7.7415657,0.0,0.0,0.0
211,BRACS_1496_UDH_2,1,0.0,0.0,0.0,8.642145,0.0,0.0,0.0,0.0,0.0,0.0
212,BRACS_281_N_30,0,0.0,0.0,0.0,0.0,4.065418,0.0,5.0613537,0.0,0.0,0.0
213,BRACS_265_N_1,0,0.0,0.0,0.0,0.0,18.097881,0.0,21.42094,0.0,0.0,0.0
214,BRACS_1240_PB_3,1,0.0,0.0,0.0,6.4799685,0.0,0.0,0.0,0.0,0.0,0.0
215,BRACS_1238_PB_12,1,0.0,0.0,0.0,5.6898713,0.0,0.0,0.0,0.0,0.0,0.0
216,BRACS_1320_PB_1,1,0.0,0.0,0.0,6.9120717,0.0,0.0,0.0,0.0,0.0,0.0
217,BRACS_1487_UDH_10,1,0.0,0.0,0.0,3.4401746,0.0,0.0,0.0,0.0,0.0,0.0
218,BRACS_1235_PB_36,1,0.0,0.0,0.0,6.110824,0.0,0.0,0.0,0.0,0.0,0.0
219,BRACS_265_N_6,0,0.0,0.0,0.0,0.0,11.344947,0.0,13.778143,0.0,0.0,0.0
220,BRACS_1508_N_1,0,0.0,0.0,0.0,0.0,3.2620964,0.0,4.1181006,0.0,0.0,0.0
221,BRACS_1325_PB_2,1,0.0,0.0,0.0,7.458133,0.0,0.0,0.0,0.0,0.0,0.0
222,BRACS_1494_UDH_30,1,0.0,0.0,0.0,6.000015,0.0,0.0,0.0,0.0,0.0,0.0
223,BRACS_1485_N_6,0,0.0,0.0,0.0,2.3828049,0.06583808,0.0,0.527513,0.0,0.0,0.0
224,BRACS_281_N_10,0,0.0,0.0,0.0,0.0,25.28132,0.0,30.386326,0.0,0.0,0.0
225,BRACS_1279_PB_4,1,0.0,0.0,0.0,3.830616,0.0,0.0,0.0,0.0,0.0,0.0
226,BRACS_1231_PB_46,1,0.0,0.0,0.0,10.139639,0.0,0.0,0.0,0.0,0.0,0.0
227,BRACS_283_N_42,0,0.0,0.0,0.0,3.2784364,0.0,0.0,0.0,0.0,0.0,0.0
228,BRACS_1319_PB_3,1,0.0,0.0,0.0,7.59598,0.0,0.0,0.0,0.0,0.0,0.0
229,BRACS_1239_PB_1,1,0.0,0.0,0.0,11.521396,0.0,0.0,0.0,0.0,0.0,0.0
230,BRACS_1594_N_5,0,0.0,0.0,0.0,1.1800665,0.15941577,0.0,0.54584575,0.0,0.0,0.0
231,BRACS_1609_N_2,0,0.0,0.0,0.0,7.234319,0.0,0.0,0.0,0.0,0.0,0.0
232,BRACS_264_N_17,0,0.0,0.0,0.0,0.0,1.0032586,0.0,1.3947239,0.0,0.0,0.0
233,BRACS_1231_PB_17,1,0.0,0.0,0.0,8.852019,0.0,0.0,0.0,0.0,0.0,0.0
234,BRACS_1904_N_2,0,0.0,0.0,0.0,0.0,6.2517357,0.0,7.7026467,0.0,0.0,0.0
235,BRACS_1494_UDH_39,1,0.0,0.0,0.0,6.9242435,0.0,0.0,0.0,0.0,0.0,0.0
