,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63
10,BRACS_1857_N_5,0,0.0,0.0,0.0,0.0,0.528859,0.0,0.0,0.0,0.0,8.2365,0.0,5.623037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4854941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50749844,0.0,0.0,0.39808282,0.0,0.0,0.73675597,0.0,0.07103525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9016643,0.0,0.0,0.0,0.0,0.0,0.0
11,BRACS_280_N_10,0,0.0,0.0,0.0,0.0,0.7899451,0.0,0.0,0.0,0.0,12.08922,0.0,8.074124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030660989,0.0,0.0,0.0,0.0,2.7372634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54133433,0.0,0.0,0.5230754,0.0,0.0,1.7124958,0.0,0.103625044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.907628,0.0,0.0,0.0,0.0,0.0,0.0
12,BRACS_734_N_67,0,0.0,0.0,0.0,0.0,0.1605203,0.0,0.0,0.0,0.0,4.1959987,0.0,2.8763778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014159638,0.0,0.0,0.0,0.0,0.66039205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2507341,0.0,0.0,0.21315019,0.0,0.0,0.37011608,0.0,0.036484864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9465177,0.0,0.0,0.0,0.0,0.0,0.0
13,BRACS_1945_N_4,0,0.0,0.0,0.0,0.0,0.1400827,0.0,0.0,0.0,0.0,4.1352654,0.0,2.8447793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5832294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26444185,0.0,0.0,0.21493752,0.0,0.0,0.30690458,0.0,0.03600328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.940602,0.0,0.0,0.0,0.0,0.0,0.0
14,BRACS_265_N_16,0,0.0,0.0,0.0,0.0,0.93255424,0.0,0.0,0.0,0.0,13.220622,0.0,8.880833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011809567,0.0,0.0,0.0,0.0,2.8520098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6752296,0.0,0.0,0.5944907,0.0,0.0,1.6153153,0.0,0.11432947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.275941,0.0,0.0,0.0,0.0,0.0,0.0
15,BRACS_281_N_34,0,0.0,0.0,0.0,0.0,0.93399584,0.0,0.0,0.0,0.0,13.122553,0.0,8.821959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045696734,0.0,0.0,0.0,0.0,2.7566433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70542705,0.0,0.0,0.599353,0.0,0.0,1.4832278,0.0,0.113755524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3002405,0.0,0.0,0.0,0.0,0.0,0.0
16,BRACS_1508_N_1,0,0.0,0.0,0.0,0.0,0.15088595,0.0,0.0,0.0,0.0,4.2988544,0.0,2.9373193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029023024,0.0,0.0,0.0,0.0,0.6827258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24853371,0.0,0.0,0.21597305,0.0,0.0,0.39768425,0.0,0.037357047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.012672,0.0,0.0,0.0,0.0,0.0,0.0
17,BRACS_1926_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2257009,0.0,0.8258191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35495538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09082169,0.0,0.48992932,0.103772216,0.0,0.0,0.0021478683,0.0,0.017032482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1596696,0.0,0.0,0.0,0.0,0.0,0.0
18,BRACS_283_N_3,0,0.0,0.0,0.0,0.0,0.40736222,0.0,0.0,0.0,0.0,8.013737,0.0,5.2966466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048838753,0.0,0.0,0.0,0.0,1.9648466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25448638,0.0,0.0,0.32573622,0.0,0.0,1.4419688,0.0,0.06787119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.799576,0.0,0.0,0.0,0.0,0.0,0.0
19,BRACS_1235_N_25,0,0.0,0.0,0.0,0.0,0.14094837,0.0,0.0,0.0,0.0,4.0665317,0.0,2.768023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58437407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24416487,0.0,0.0,0.21675287,0.0,0.0,0.3411544,0.0,0.038012568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.841704,0.0,0.0,0.0,0.0,0.0,0.0
20,BRACS_281_N_27,0,0.0,0.0,0.0,0.0,0.34098774,0.0,0.0,0.0,0.0,6.1124077,0.0,4.164471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0901127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35855776,0.0,0.0,0.30039725,0.0,0.0,0.5734656,0.0,0.053382944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.802255,0.0,0.0,0.0,0.0,0.0,0.0
21,BRACS_1640_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4616077,0.0,1.0413724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12238371,0.0,0.0,0.10151507,0.0,0.0,0.0,0.0,0.013810282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4120634,0.0,0.0,0.0,0.0,0.0,0.0
22,BRACS_300_N_15,0,0.0,0.0,0.0,0.0,0.2943142,0.0,0.0,0.0,0.0,6.3862376,0.0,4.2415085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037911,0.0,0.0,0.0,0.0,1.5033447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21504855,0.0,0.0,0.2681283,0.0,0.0,1.0994196,0.0,0.05439586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45403,0.0,0.0,0.0,0.0,0.0,0.0
23,BRACS_280_N_3,0,0.0,0.0,0.0,0.0,0.3305663,0.0,0.0,0.0,0.0,6.5128016,0.0,4.359029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026938116,0.0,0.0,0.0,0.0,1.443345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2653337,0.0,0.0,0.2858405,0.0,0.0,0.98028576,0.0,0.05588991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.745727,0.0,0.0,0.0,0.0,0.0,0.0
24,BRACS_760_N_7,0,0.0,0.0,0.0,0.0,0.032907918,0.0,0.0,0.0,0.0,2.9402506,0.0,2.0369124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29823896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19951071,0.0,0.0,0.16656877,0.0,0.0,0.16197914,0.0,0.026855571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8137045,0.0,0.0,0.0,0.0,0.0,0.0
25,BRACS_1608_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2113307,0.0,0.8766741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057073236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107968435,0.0,0.05967337,0.08974977,0.0,0.0,0.0,0.0,0.0116241155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1716267,0.0,0.0,0.0,0.0,0.0,0.0
26,BRACS_760_N_4,0,0.0,0.0,0.0,0.0,0.2236635,0.0,0.0,0.0,0.0,5.077821,0.0,3.4673731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002662181,0.0,0.0,0.0,0.0,0.8360158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29968256,0.0,0.0,0.25266325,0.0,0.0,0.46544805,0.0,0.044228446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7818265,0.0,0.0,0.0,0.0,0.0,0.0
27,BRACS_281_N_30,0,0.0,0.0,0.0,0.0,0.43890738,0.0,0.0,0.0,0.0,7.1021085,0.0,4.809108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008926833,0.0,0.0,0.0,0.0,1.4454005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36869043,0.0,0.0,0.33639112,0.0,0.0,0.81704605,0.0,0.06251526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6361675,0.0,0.0,0.0,0.0,0.0,0.0
28,BRACS_280_N_19,0,0.0,0.0,0.0,0.0,0.33065015,0.0,0.0,0.0,0.0,7.2009544,0.0,4.7703633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041406307,0.0,0.0,0.0,0.0,1.6939266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23885739,0.0,0.0,0.29886857,0.0,0.0,1.2510982,0.0,0.061241493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1386,0.0,0.0,0.0,0.0,0.0,0.0
29,BRACS_288_N_12,0,0.0,0.0,0.0,0.0,1.0341038,0.0,0.10274637,0.0,0.0,16.761425,0.0,10.945348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042111084,0.110667475,0.0,0.0,0.0,0.0,4.5020885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4575832,0.0,0.0,0.6430645,0.0,0.0,3.2852879,0.0,0.14256495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.068871,0.0,0.0,0.0,0.0,0.0,0.0
30,BRACS_265_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7551374,0.0,1.8779149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23320967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17388846,0.0,0.0,0.15529412,0.0,0.0,0.13531365,0.0,0.02483789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5784953,0.0,0.0,0.0,0.0,0.0,0.0
31,BRACS_1510_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2498837,0.0,1.5841596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12993076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17380208,0.0,0.0,0.13581325,0.0,0.0,0.052117214,0.0,0.019980438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1899424,0.0,0.0,0.0,0.0,0.0,0.0
32,BRACS_1886_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24808878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7540957,1.780162,0.06382696,0.0,0.0,0.0,0.0,0.013549401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,BRACS_1904_N_3,0,0.0,0.0,0.0,0.0,0.22646071,0.0,0.0,0.0,0.0,5.1550913,0.0,3.5098832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045720707,0.0,0.0,0.0,0.0,0.8994509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864973,0.0,0.0,0.25091735,0.0,0.0,0.5246947,0.0,0.044618443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7939696,0.0,0.0,0.0,0.0,0.0,0.0
34,BRACS_1880_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875308,0.0,0.7312745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080138415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0968423,0.0,0.1300872,0.079934195,0.0,0.0,0.0,0.0,0.009707776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96277446,0.0,0.0,0.0,0.0,0.0,0.0
35,BRACS_1231_N_28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28286594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5614103,1.2905192,0.042059135,0.0,0.0,0.0,0.0,0.005726777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,BRACS_1945_N_6,0,0.0,0.0,0.0,0.0,0.101238474,0.0,0.0,0.0,0.0,3.6759093,0.0,2.5082877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46346465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23318258,0.0,0.0,0.20222177,0.0,0.0,0.26528147,0.0,0.03469998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5008705,0.0,0.0,0.0,0.0,0.0,0.0
37,BRACS_1325_N_5,0,0.0,0.0,0.0,0.0,0.092640415,0.0,0.0,0.0,0.0,3.2257621,0.0,2.2456298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38684145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22671424,0.0,0.0,0.17762077,0.0,0.0,0.18344411,0.0,0.028273255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1235669,0.0,0.0,0.0,0.0,0.0,0.0
38,BRACS_734_N_75,0,0.0,0.0,0.0,0.0,0.1613353,0.0,0.0,0.0,0.0,4.3137155,0.0,2.942552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005823204,0.0,0.0,0.0,0.0,0.7248318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23948936,0.0,0.0,0.21363096,0.0,0.0,0.43426684,0.0,0.03737862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993703,0.0,0.0,0.0,0.0,0.0,0.0
39,BRACS_292_N_2,0,0.0,0.0,0.0,0.0,0.5918251,0.0,0.0,0.0,0.0,9.924662,0.0,6.5876594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04171336,0.0,0.0,0.0,0.0,2.347213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38481754,0.0,0.0,0.41958883,0.0,0.0,1.5672784,0.0,0.08514102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.732902,0.0,0.0,0.0,0.0,0.0,0.0
40,BRACS_1945_N_11,0,0.0,0.0,0.0,0.0,0.064511016,0.0,0.0,0.0,0.0,3.2518554,0.0,2.2520626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36863157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22255044,0.0,0.0,0.17852081,0.0,0.0,0.18535581,0.0,0.028630031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1264143,0.0,0.0,0.0,0.0,0.0,0.0
41,BRACS_297_N_10,0,0.0,0.0,0.0,0.0,0.97036326,0.0,0.0,0.0,0.0,14.343091,0.0,9.552224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03700236,0.0,0.0,0.0,0.0,3.314331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6316853,0.0,0.0,0.6150711,0.0,0.0,2.0691075,0.0,0.12314236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.929101,0.0,0.0,0.0,0.0,0.0,0.0
42,BRACS_1945_N_20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9499651,0.0,1.3790958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083860934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15602976,0.0,0.0,0.12411157,0.0,0.0,0.033454552,0.0,0.018142445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9022152,0.0,0.0,0.0,0.0,0.0,0.0
43,BRACS_265_N_5,0,0.0,0.0,0.0,0.0,1.2003708,0.0,0.0,0.0,0.0,16.985088,0.0,11.259225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047921192,0.0,0.0,0.0,0.0,4.050514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7282775,0.0,0.0,0.7288684,0.0,0.0,2.465112,0.0,0.14780848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.345299,0.0,0.0,0.0,0.0,0.0,0.0
44,BRACS_311_N_68,0,0.0,0.0,0.0,0.0,0.25054544,0.0,0.0,0.0,0.0,5.1676464,0.0,3.5168772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007354382,0.0,0.0,0.0,0.0,0.95368195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27817512,0.0,0.0,0.24902532,0.0,0.0,0.56337667,0.0,0.04473261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7848024,0.0,0.0,0.0,0.0,0.0,0.0
45,BRACS_760_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1802256,0.0,1.5370301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12774247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16718332,0.0,0.0,0.13187668,0.0,0.0,0.05671814,0.0,0.019355245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1150918,0.0,0.0,0.0,0.0,0.0,0.0
