,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31
10,BRACS_1857_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104916826,0.0,0.0,0.0,0.0,2.8579414,0.0,0.0,0.0,0.0,4.0707846,0.0,0.0,1.6741709,3.4491527,0.0,4.757354,0.0,0.0,2.9127798,0.0,0.0,0.0,0.0,2.441241
11,BRACS_280_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47107875,0.0,0.0,0.0,0.0,6.9316673,0.0,0.0,0.0,0.0,9.823609,0.0,0.0,4.102891,8.442269,0.0,11.573419,0.0,0.0,7.0633845,0.0,0.0,0.0,0.0,5.6851153
12,BRACS_734_N_67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058568805,0.0,0.0,0.0,0.0,1.3888632,0.0,0.0,0.0,0.0,1.998829,0.0,0.0,0.8232397,1.7323484,0.0,2.418141,0.0,0.0,1.4831104,0.0,0.0,0.0,0.0,1.2510806
13,BRACS_1945_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98954123,0.0,0.0,0.0,0.0,1.4958202,0.0,0.0,0.5753116,1.2822144,0.0,1.8537717,0.0,0.0,1.0528147,0.0,0.0,0.0,0.0,0.9067292
14,BRACS_265_N_16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24263115,0.0,0.0,0.0,0.0,4.497204,0.0,0.0,0.0,0.0,6.364916,0.0,0.0,2.6464036,5.4245963,0.0,7.4417987,0.0,0.0,4.569826,0.0,0.0,0.0,0.0,3.7554288
15,BRACS_281_N_34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39758748,0.0,0.0,0.0,0.0,7.7662497,0.0,0.0,0.0,0.0,10.886103,0.0,0.0,4.540144,9.262095,0.0,12.660539,0.0,0.0,7.7829747,0.0,0.0,0.0,0.0,6.3511276
16,BRACS_1508_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033465147,0.0,0.0,0.0,0.0,1.3966248,0.0,0.0,0.0,0.0,2.0510576,0.0,0.0,0.82226026,1.7713697,0.0,2.5007594,0.0,0.0,1.4740543,0.0,0.0,0.0,0.0,1.2452962
17,BRACS_1926_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14466344,0.0,0.0,0.0,0.0,0.31069094,0.0,0.0,0.075066835,0.2716253,0.092133865,0.50101113,0.0,0.0,0.20026007,0.0,0.0,0.0,0.0,0.20802192
18,BRACS_283_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31680125,0.0,0.0,0.0,0.0,3.4499493,0.0,0.0,0.0,0.0,4.9491606,0.0,0.0,2.0752048,4.3683233,0.0,6.04626,0.0,0.0,3.6527176,0.0,0.0,0.0,0.0,2.8634849
19,BRACS_1235_N_25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8060675,0.0,0.0,0.0,0.0,1.2647549,0.0,0.0,0.4690571,1.0735193,0.0,1.5943305,0.0,0.0,0.8648745,0.0,0.0,0.0,0.0,0.7612865
20,BRACS_281_N_27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239307,0.0,0.0,0.0,0.0,5.390294,0.0,0.0,0.0,0.0,7.5748577,0.0,0.0,3.1482818,6.4121313,0.0,8.76021,0.0,0.0,5.405865,0.0,0.0,0.0,0.0,4.4816656
21,BRACS_1640_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52017796,0.0,0.0,0.0,0.0,0.8373386,0.0,0.0,0.29674143,0.7182863,0.0,1.0972798,0.0,0.0,0.5817793,0.0,0.0,0.0,0.0,0.5149828
22,BRACS_300_N_15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34493583,0.0,0.0,0.0,0.0,3.8342664,0.0,0.0,0.0,0.0,5.5066648,0.0,0.0,2.3068397,4.8312664,0.0,6.6844993,0.0,0.0,4.0385985,0.0,0.0,0.0,0.0,3.182744
23,BRACS_280_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32337385,0.0,0.0,0.0,0.0,4.2202606,0.0,0.0,0.0,0.0,6.0233397,0.0,0.0,2.5181558,5.22971,0.0,7.2042675,0.0,0.0,4.381309,0.0,0.0,0.0,0.0,3.5074406
24,BRACS_760_N_7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2829996,0.0,0.0,0.0,0.0,1.9295918,0.0,0.0,0.73769474,1.6397965,0.0,2.3561316,0.0,0.0,1.3209,0.0,0.0,0.0,0.0,1.1238763
25,BRACS_1608_N_5,0,0.0,0.0,0.0,0.0,0.8285233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0225674,0.0,0.18606728,0.0,0.0,0.0,0.0,0.0,1.338042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,BRACS_760_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038444124,0.0,0.0,0.0,0.0,1.6688566,0.0,0.0,0.0,0.0,2.4348035,0.0,0.0,0.9788326,2.086698,0.0,2.93126,0.0,0.0,1.7369069,0.0,0.0,0.0,0.0,1.4644412
27,BRACS_281_N_30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22070919,0.0,0.0,0.0,0.0,4.270436,0.0,0.0,0.0,0.0,6.0486245,0.0,0.0,2.5091565,5.128299,0.0,7.067453,0.0,0.0,4.331383,0.0,0.0,0.0,0.0,3.561696
28,BRACS_280_N_19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403538,0.0,0.0,0.0,0.0,4.716551,0.0,0.0,0.0,0.0,6.789665,0.0,0.0,2.8275967,5.9417415,0.0,8.228228,0.0,0.0,4.931515,0.0,0.0,0.0,0.0,3.8619766
29,BRACS_288_N_12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837291,0.0,0.0,0.0,0.0,10.410311,0.0,0.0,0.0,0.0,14.761266,0.0,0.0,6.185956,12.81034,0.0,17.597504,0.0,0.0,10.691076,0.0,0.0,0.0,0.0,8.346021
30,BRACS_265_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124936,0.0,0.0,0.0,0.0,1.1511981,0.0,0.0,0.41437152,0.9639665,0.0,1.5037711,0.0,0.0,0.731229,0.0,0.0,0.0,0.0,0.6612485
31,BRACS_1510_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1372457,0.0,0.0,0.0,0.0,1.7746211,0.0,0.0,0.64823705,1.4846106,0.0,2.1786225,0.0,0.0,1.1600657,0.0,0.0,0.0,0.0,1.0060015
32,BRACS_1886_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31992185,0.0,0.0,0.0,0.0,0.6754397,0.0,0.0,0.16264671,0.5501647,0.0,0.95127726,0.0,0.0,0.3329509,0.0,0.0,0.0,0.0,0.32468152
33,BRACS_1904_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16497077,0.0,0.0,0.0,0.0,3.6454248,0.0,0.0,0.0,0.0,5.234559,0.0,0.0,2.143362,4.464419,0.0,6.1761355,0.0,0.0,3.70775,0.0,0.0,0.0,0.0,3.0565453
34,BRACS_1880_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031038597,0.0,0.0,0.0,0.0,0.8263604,0.0,0.0,0.0,0.0,1.2075125,0.0,0.0,0.4845676,1.0409005,0.0,1.5002942,0.0,0.0,0.9095065,0.0,0.0,0.0,0.0,0.7803032
35,BRACS_1231_N_28,0,0.0,0.0,0.0,0.0,0.763487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92099315,0.0,0.17690608,0.0,0.0,0.0,0.0,0.0,1.2077174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,BRACS_1945_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376022,0.0,0.0,0.0,0.0,2.04534,0.0,0.0,0.8022767,1.7388085,0.0,2.474619,0.0,0.0,1.4334395,0.0,0.0,0.0,0.0,1.2236557
37,BRACS_1325_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010457661,0.0,0.0,0.0,0.0,1.2438716,0.0,0.0,0.0,0.0,1.8025213,0.0,0.0,0.72448564,1.5407178,0.0,2.187428,0.0,0.0,1.3138644,0.0,0.0,0.0,0.0,1.1161063
38,BRACS_734_N_75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050128266,0.0,0.0,0.0,0.0,1.2427562,0.0,0.0,0.0,0.0,1.807858,0.0,0.0,0.738333,1.5785235,0.0,2.2177136,0.0,0.0,1.3369844,0.0,0.0,0.0,0.0,1.1308532
39,BRACS_292_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40616238,0.0,0.0,0.0,0.0,5.5973597,0.0,0.0,0.0,0.0,7.939256,0.0,0.0,3.3201272,6.87216,0.0,9.44585,0.0,0.0,5.751662,0.0,0.0,0.0,0.0,4.5881267
40,BRACS_1945_N_11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296506,0.0,0.0,0.0,0.0,0.5635583,0.0,0.0,0.18873307,0.48159358,0.0,0.7839329,0.0,0.0,0.392515,0.0,0.0,0.0,0.0,0.3680125
41,BRACS_297_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4314621,0.0,0.0,0.0,0.0,6.4522505,0.0,0.0,0.0,0.0,9.137231,0.0,0.0,3.8168442,7.8563294,0.0,10.771192,0.0,0.0,6.5762944,0.0,0.0,0.0,0.0,5.297714
42,BRACS_1945_N_20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016624983,0.0,0.0,0.0,0.0,1.0752459,0.0,0.0,0.0,0.0,1.5822898,0.0,0.0,0.6298045,1.3503921,0.0,1.9249014,0.0,0.0,1.1505287,0.0,0.0,0.0,0.0,0.98539495
43,BRACS_265_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4269781,0.0,0.0,0.0,0.0,7.0408077,0.0,0.0,0.0,0.0,9.913723,0.0,0.0,4.140204,8.499315,0.0,11.643556,0.0,0.0,7.126413,0.0,0.0,0.0,0.0,5.74263
44,BRACS_311_N_68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21784131,0.0,0.0,0.0,0.0,3.7209826,0.0,0.0,0.0,0.0,5.283178,0.0,0.0,2.198517,4.528723,0.0,6.226913,0.0,0.0,3.8151987,0.0,0.0,0.0,0.0,3.1288965
45,BRACS_760_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693357,0.0,0.0,0.0,0.0,1.4420606,0.0,0.0,0.562182,1.2320716,0.0,1.7786152,0.0,0.0,1.0355235,0.0,0.0,0.0,0.0,0.8850255
46,BRACS_300_N_11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46014625,0.0,0.0,0.0,0.0,5.37942,0.0,0.0,0.0,0.0,7.6664815,0.0,0.0,3.213898,6.710045,0.0,9.245858,0.0,0.0,5.6037455,0.0,0.0,0.0,0.0,4.3848004
47,BRACS_283_N_24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123713,0.0,0.0,0.0,0.0,2.5236173,0.0,0.0,0.0,0.0,3.6247008,0.0,0.0,1.49084,3.1052728,0.0,4.3095374,0.0,0.0,2.6105404,0.0,0.0,0.0,0.0,2.1569319
48,BRACS_283_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30948222,0.0,0.0,0.0,0.0,3.6949348,0.0,0.0,0.0,0.0,5.297093,0.0,0.0,2.2153246,4.626685,0.0,6.3963957,0.0,0.0,3.8750966,0.0,0.0,0.0,0.0,3.0763419
49,BRACS_1945_N_16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83389926,0.0,0.0,0.0,0.0,1.3041496,0.0,0.0,0.48372456,1.1042771,0.0,1.6275012,0.0,0.0,0.8910196,0.0,0.0,0.0,0.0,0.7812647
50,BRACS_1599_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6610502,0.0,0.0,0.0,0.0,2.4523141,0.0,0.0,0.9656798,2.0669913,0.0,2.9294631,0.0,0.0,1.706006,0.0,0.0,0.0,0.0,1.4525623
51,BRACS_1932_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08966949,0.0,0.0,0.0,0.0,1.0497564,0.0,0.0,0.0,0.0,1.5334116,0.0,0.0,0.6401789,1.3935122,0.0,1.9629854,0.0,0.0,1.1794701,0.0,0.0,0.0,0.0,0.97366625
52,BRACS_280_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359216,0.0,0.0,0.0,0.0,6.277089,0.0,0.0,0.0,0.0,8.96337,0.0,0.0,3.7550786,7.8076425,0.0,10.74998,0.0,0.0,6.513972,0.0,0.0,0.0,0.0,5.1236224
53,BRACS_734_N_31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15683363,0.0,0.0,0.0,0.0,2.588025,0.0,0.0,0.0,0.0,3.6921647,0.0,0.0,1.536114,3.188179,0.0,4.400324,0.0,0.0,2.6931171,0.0,0.0,0.0,0.0,2.2196827
54,BRACS_734_N_103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004985638,0.2891322,0.0,0.0,0.0,0.0,0.4254822,0.0,0.0,0.17492789,0.40091076,0.0,0.62286466,0.0,0.0,0.3753702,0.0,0.0,0.0,0.0,0.34249353
55,BRACS_300_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14868097,0.0,0.0,0.0,0.0,2.2047276,0.0,0.0,0.0,0.0,3.1573117,0.0,0.0,1.3157011,2.751844,0.0,3.8096635,0.0,0.0,2.3238313,0.0,0.0,0.0,0.0,1.9067845
56,BRACS_281_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14020541,0.0,0.0,0.0,0.0,3.0914612,0.0,0.0,0.0,0.0,4.373352,0.0,0.0,1.8139784,3.7152781,0.0,5.1191473,0.0,0.0,3.1573644,0.0,0.0,0.0,0.0,2.62223
57,BRACS_734_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06407253,0.0,0.0,0.0,0.0,1.0137829,0.0,0.0,0.0,0.0,1.4706116,0.0,0.0,0.61036134,1.3188376,0.0,1.8520478,0.0,0.0,1.1257668,0.0,0.0,0.0,0.0,0.94802195
58,BRACS_1904_N_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087779835,0.0,0.0,0.0,0.0,1.6711215,0.0,0.0,0.0,0.0,2.4598386,0.0,0.0,0.97253877,2.0834694,0.0,2.944981,0.0,0.0,1.7206125,0.0,0.0,0.0,0.0,1.4593861
59,BRACS_760_N_15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24934758,0.0,0.0,0.0,0.0,5.95413,0.0,0.0,0.0,0.0,8.453548,0.0,0.0,3.479161,7.157944,0.0,9.833201,0.0,0.0,5.95707,0.0,0.0,0.0,0.0,4.9160337
60,BRACS_283_N_42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78949463,0.0,0.0,0.0,0.0,7.9767838,0.0,0.0,0.0,0.0,11.447035,0.0,0.0,4.806407,10.04382,0.0,13.878596,0.0,0.0,8.361782,0.0,0.0,0.0,0.0,6.417844
61,BRACS_1485_N_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1984776,0.0,0.0,0.0,0.0,1.8073436,0.0,0.0,0.6914426,1.5220556,0.0,2.2011027,0.0,0.0,1.2439322,0.0,0.0,0.0,0.0,1.0711995
62,BRACS_264_N_19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10022493,0.0,0.0,0.0,0.0,1.7296778,0.0,0.0,0.0,0.0,2.4837284,0.0,0.0,1.0300126,2.152295,0.0,2.9952285,0.0,0.0,1.8345573,0.0,0.0,0.0,0.0,1.5259728
63,BRACS_283_N_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51370394,0.0,0.0,0.0,0.0,5.414865,0.0,0.0,0.0,0.0,7.7648826,0.0,0.0,3.2578332,6.8228583,0.0,9.422378,0.0,0.0,5.6898637,0.0,0.0,0.0,0.0,4.4084377
64,BRACS_280_N_7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93398094,0.0,0.0,0.0,0.0,9.6133585,0.0,0.0,0.0,0.0,13.7608385,0.0,0.0,5.7814484,12.06718,0.0,16.631218,0.0,0.0,10.037823,0.0,0.0,0.0,0.0,7.710792
65,BRACS_734_N_24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06357369,0.0,0.0,0.0,0.0,1.3983788,0.0,0.0,0.0,0.0,2.0107532,0.0,0.0,0.8299633,1.7464447,0.0,2.4358091,0.0,0.0,1.4948407,0.0,0.0,0.0,0.0,1.2594416
66,BRACS_1494_N_54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04180528,0.0,0.0,0.0,0.0,1.4634069,0.0,0.0,0.0,0.0,2.1193705,0.0,0.0,0.8616904,1.8175282,0.0,2.5597844,0.0,0.0,1.5377456,0.0,0.0,0.0,0.0,1.3011098
67,BRACS_1916_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5146329,0.0,0.0,0.0,0.0,0.7822898,0.0,0.0,0.30029765,0.6800152,0.0,1.026946,0.0,0.0,0.59110475,0.0,0.0,0.0,0.0,0.5217023
68,BRACS_1231_N_38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40440065,0.0,0.0,0.0,0.0,0.652544,0.0,0.0,0.22979069,0.56306386,0.0,0.8804827,0.0,0.0,0.46888834,0.0,0.0,0.0,0.0,0.42494142
69,BRACS_301_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691476,0.0,0.0,0.0,0.0,8.950972,0.0,0.0,0.0,0.0,12.683627,0.0,0.0,5.275329,10.931054,0.0,15.024326,0.0,0.0,9.074091,0.0,0.0,0.0,0.0,7.221749
70,BRACS_734_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05942648,0.0,0.0,0.0,0.0,1.1766876,0.0,0.0,0.0,0.0,1.6940252,0.0,0.0,0.7018031,1.4878793,0.0,2.0795934,0.0,0.0,1.2798136,0.0,0.0,0.0,0.0,1.0816215
71,BRACS_1231_N_60,0,0.0,0.0,0.0,0.0,1.3261769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7811203,0.0,0.24482441,0.0,0.0,0.0,0.0,0.0,2.2683303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,BRACS_264_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571057,0.0,0.0,0.0,0.0,1.6748849,0.0,0.0,0.0,0.0,2.3993294,0.0,0.0,0.9935094,2.0677137,0.0,2.8806264,0.0,0.0,1.769884,0.0,0.0,0.0,0.0,1.4810174
73,BRACS_736_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09316151,0.0,0.0,0.0,0.0,2.181923,0.0,0.0,0.0,0.0,3.1868303,0.0,0.0,1.2933741,2.7279787,0.0,3.825821,0.0,0.0,2.2682061,0.0,0.0,0.0,0.0,1.8811398
74,BRACS_1485_N_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73365504,0.0,0.0,0.0,0.0,1.1433586,0.0,0.0,0.42361492,0.96535385,0.0,1.4423537,0.0,0.0,0.7936833,0.0,0.0,0.0,0.0,0.6954826
75,BRACS_281_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3708747,0.0,0.0,0.0,0.0,8.121975,0.0,0.0,0.0,0.0,11.348943,0.0,0.0,4.7301707,9.628055,0.0,13.112641,0.0,0.0,8.083361,0.0,0.0,0.0,0.0,6.660259
76,BRACS_297_N_19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23196937,0.0,0.0,0.0,0.0,3.108663,0.0,0.0,0.0,0.0,4.4450164,0.0,0.0,1.8550447,3.86658,0.0,5.348555,0.0,0.0,3.2504697,0.0,0.0,0.0,0.0,2.6124969
77,BRACS_283_N_16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51178384,0.0,0.0,0.0,0.0,6.3713093,0.0,0.0,0.0,0.0,9.074428,0.0,0.0,3.7975285,7.8771343,0.0,10.8396845,0.0,0.0,6.5781407,0.0,0.0,0.0,0.0,5.202906
78,BRACS_1886_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12436065,0.0,0.0,0.0,0.0,2.2677622,0.0,0.0,0.0,0.0,3.2355077,0.0,0.0,1.3424633,2.7970939,0.0,3.8680968,0.0,0.0,2.3644586,0.0,0.0,0.0,0.0,1.9567876
79,BRACS_1325_N_8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75286925,0.0,0.0,0.0,0.0,1.2124509,0.0,0.0,0.42756018,1.0231956,0.0,1.5411887,0.0,0.0,0.7925794,0.0,0.0,0.0,0.0,0.7021489
80,BRACS_283_N_48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673791,0.0,0.0,0.0,0.0,3.966742,0.0,0.0,0.0,0.0,5.6272297,0.0,0.0,2.3495655,4.8731213,0.0,6.705014,0.0,0.0,4.0915065,0.0,0.0,0.0,0.0,3.2999477
81,BRACS_288_N_9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10420801,0.0,0.0,0.0,0.0,3.536749,0.0,0.0,0.0,0.0,5.0316215,0.0,0.0,2.0567532,4.24578,0.0,5.8733,0.0,0.0,3.5508738,0.0,0.0,0.0,0.0,2.9626672
82,BRACS_1857_N_6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38836107,0.0,0.0,0.0,0.0,0.64120835,0.0,0.0,0.21960558,0.5541398,0.0,0.8753638,0.0,0.0,0.45020327,0.0,0.0,0.0,0.0,0.40819186
83,BRACS_292_N_5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60001385,0.0,0.0,0.0,0.0,8.874464,0.0,0.0,0.0,0.0,12.52586,0.0,0.0,5.2365236,10.768233,0.0,14.7608385,0.0,0.0,8.996897,0.0,0.0,0.0,0.0,7.2067413
84,BRACS_1231_N_27,0,0.0,0.0,0.0,0.0,1.2390794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6461089,0.0,0.2391436,0.0,0.0,0.0,0.0,0.0,2.1073272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,BRACS_288_N_10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57391167,0.0,0.0,0.0,0.0,8.501669,0.0,0.0,0.0,0.0,12.018188,0.0,0.0,5.022682,10.329925,0.0,14.143911,0.0,0.0,8.63553,0.0,0.0,0.0,0.0,6.9272976
86,BRACS_758_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11174134,0.0,0.0,0.0,0.0,3.1873496,0.0,0.0,0.0,0.0,4.5821223,0.0,0.0,1.8663176,3.8731163,0.0,5.3814344,0.0,0.0,3.2321339,0.0,0.0,0.0,0.0,2.69168
